                  0.NN  ;              1.input ;              1.speed ;               1.ksiD ;            1.density ;             1.output ;              1.delay ;              2.input ;              2.speed ;               2.ksiD ;            2.density ;             2.output ;              2.delay ;              3.input ;              3.speed ;               3.ksiD ;            3.density ;             3.output ;              3.delay ;              4.input ;              4.speed ;               4.ksiD ;            4.density ;             4.output ;              4.delay ;              5.input ;              5.speed ;               5.ksiD ;            5.density ;             5.output ;              5.delay ;              6.input ;              6.speed ;               6.ksiD ;            6.density ;             6.output ;              6.delay ;              7.input ;              7.speed ;               7.ksiD ;            7.density ;             7.output ;              7.delay ;              8.input ;              8.speed ;               8.ksiD ;            8.density ;             8.output ;              8.delay 
   4.delay ;               0,8808 ;               0,8820 ;                  NaN ;                  NaN ;                  NaN ;               0,4592 ;               0,8735 ;               0,8725 ;                  NaN ;                  NaN ;               0,8739 ;               0,7974 ;                  NaN ;               0,8709 ;                  NaN ;                  NaN ;                  NaN ;               0,5578 ;               0,8097 ;               0,8097 ;                  NaN ;                  NaN ;               0,8053 ;               0,0000 ;               0,8736 ;               0,8719 ;                  NaN ;                  NaN ;               0,8733 ;               0,3860 ;                  NaN ;               0,8735 ;                  NaN ;                  NaN ;               0,8700 ;               0,2885 ;               0,8700 ;               0,8729 ;                  NaN ;                  NaN ;               0,8749 ;               0,2508 ;               0,8700 ;               0,8944 ;                  NaN ;               0,8727 ;               0,8731 ;               0,7606 
   5.input ;               0,3321 ;               0,3307 ;                  NaN ;                  NaN ;                  NaN ;               0,3398 ;               0,3322 ;               0,3320 ;                  NaN ;                  NaN ;               0,3323 ;               0,3325 ;                  NaN ;               0,3322 ;                  NaN ;                  NaN ;                  NaN ;               0,3164 ;               0,3317 ;               0,3317 ;                  NaN ;                  NaN ;               0,3325 ;               0,3390 ;               0,0000 ;               0,3319 ;                  NaN ;                  NaN ;               0,3151 ;               0,7791 ;                  NaN ;               0,3333 ;                  NaN ;                  NaN ;               0,3330 ;               0,3487 ;               0,3330 ;               0,3319 ;                  NaN ;                  NaN ;               0,3323 ;               0,3433 ;               0,3330 ;               0,3306 ;                  NaN ;               0,3310 ;               0,3358 ;               0,3241 
   5.speed ;               1,0000 ;               0,9984 ;                  NaN ;                  NaN ;                  NaN ;               1,0265 ;               0,9975 ;               1,0033 ;                  NaN ;                  NaN ;               1,0002 ;               0,9826 ;                  NaN ;               0,9992 ;                  NaN ;                  NaN ;                  NaN ;               1,0108 ;               1,0031 ;               1,0031 ;                  NaN ;                  NaN ;               1,0026 ;               0,9627 ;               0,9999 ;               0,0000 ;                  NaN ;                  NaN ;               0,8283 ;               0,1711 ;                  NaN ;               1,0022 ;                  NaN ;                  NaN ;               1,0201 ;               0,9420 ;               1,0201 ;               1,0050 ;                  NaN ;                  NaN ;               1,0081 ;               1,0100 ;               1,0201 ;               1,0039 ;                  NaN ;               1,0029 ;               0,9970 ;               1,0271 
    5.ksiD ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
 5.density ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
  5.output ;               0,3392 ;               0,3361 ;                  NaN ;                  NaN ;                  NaN ;               0,3567 ;               0,3441 ;               0,3345 ;                  NaN ;                  NaN ;               0,3548 ;               0,3090 ;                  NaN ;               0,3364 ;                  NaN ;                  NaN ;                  NaN ;               0,3576 ;               0,3364 ;               0,3364 ;                  NaN ;                  NaN ;               0,3357 ;               0,3712 ;               0,1871 ;              -0,1740 ;                  NaN ;                  NaN ;               0,0000 ;              -0,2622 ;                  NaN ;               0,3398 ;                  NaN ;                  NaN ;               0,3490 ;               0,3313 ;               0,3490 ;               0,3469 ;                  NaN ;                  NaN ;               0,3374 ;               0,3496 ;               0,3490 ;               0,3367 ;                  NaN ;               0,3418 ;               0,3412 ;               0,4085 
   5.delay ;               1,4687 ;               1,4558 ;                  NaN ;                  NaN ;                  NaN ;               0,3533 ;               1,4548 ;               1,4556 ;                  NaN ;                  NaN ;               1,4568 ;               1,1913 ;                  NaN ;               1,4553 ;                  NaN ;                  NaN ;                  NaN ;               0,8221 ;               1,4548 ;               1,4548 ;                  NaN ;                  NaN ;               1,4471 ;               0,6088 ;               1,5235 ;               1,4131 ;                  NaN ;                  NaN ;               1,4450 ;               0,0000 ;                  NaN ;               1,4541 ;                  NaN ;                  NaN ;               1,4544 ;               0,4669 ;               1,4544 ;               1,4541 ;                  NaN ;                  NaN ;               1,4556 ;               0,1374 ;               1,4544 ;               1,4556 ;                  NaN ;               1,4554 ;               1,4542 ;               1,0313 
   6.input ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
   6.speed ;               1,1215 ;               1,1199 ;                  NaN ;                  NaN ;                  NaN ;               1,1264 ;               1,1297 ;               1,1153 ;                  NaN ;                  NaN ;               1,0381 ;               1,1663 ;                  NaN ;               1,1274 ;                  NaN ;                  NaN ;                  NaN ;               0,2795 ;               1,1236 ;               1,1236 ;                  NaN ;                  NaN ;               1,1225 ;               1,1403 ;               1,1267 ;               1,1245 ;                  NaN ;                  NaN ;               1,1227 ;               1,0985 ;                  NaN ;               0,0000 ;                  NaN ;                  NaN ;               1,0480 ;              -0,1308 ;               1,0480 ;               1,1245 ;                  NaN ;                  NaN ;               1,1430 ;               1,1515 ;               1,0480 ;               1,1307 ;                  NaN ;               1,1117 ;               1,1311 ;               1,1023 
    6.ksiD ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
 6.density ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
  6.output ;               0,5886 ;               0,8448 ;                  NaN ;                  NaN ;                  NaN ;               0,5740 ;               1,5662 ;               0,4295 ;                  NaN ;                  NaN ;               0,8409 ;               0,2700 ;                  NaN ;               1,4896 ;                  NaN ;                  NaN ;                  NaN ;               0,9995 ;               0,7447 ;               0,7452 ;                  NaN ;                  NaN ;               0,7412 ;              -1,2561 ;               1,0595 ;               1,4320 ;                  NaN ;                  NaN ;               1,0691 ;               0,6380 ;                  NaN ;              -0,4673 ;                  NaN ;                  NaN ;               0,0000 ;              -1,3251 ;              -0,0000 ;               1,1965 ;                  NaN ;                  NaN ;               1,0376 ;               0,1095 ;               0,0000 ;               1,0116 ;                  NaN ;               0,9188 ;               1,0089 ;               4,2367 
   6.delay ;               0,8734 ;               0,8762 ;                  NaN ;                  NaN ;                  NaN ;               0,4861 ;               0,8695 ;               0,8645 ;                  NaN ;                  NaN ;               0,8622 ;               0,6868 ;                  NaN ;               0,8669 ;                  NaN ;                  NaN ;                  NaN ;               0,5130 ;               0,8649 ;               0,8649 ;                  NaN ;                  NaN ;               0,8620 ;               0,4087 ;               0,8681 ;               0,8657 ;                  NaN ;                  NaN ;               0,8669 ;               0,4211 ;                  NaN ;               0,8414 ;                  NaN ;                  NaN ;               0,8646 ;               0,0000 ;               0,8646 ;               0,8673 ;                  NaN ;                  NaN ;               0,8663 ;               0,3071 ;               0,8646 ;               0,8684 ;                  NaN ;               0,8665 ;               0,8680 ;               0,6241 
   7.input ;               0,2354 ;               0,3379 ;                  NaN ;                  NaN ;                  NaN ;               0,2296 ;               0,6265 ;               0,1718 ;                  NaN ;                  NaN ;               0,3364 ;               0,1080 ;                  NaN ;               0,5958 ;                  NaN ;                  NaN ;                  NaN ;               0,3998 ;               0,2979 ;               0,2981 ;                  NaN ;                  NaN ;               0,2965 ;              -0,5024 ;               0,4238 ;               0,5728 ;                  NaN ;                  NaN ;               0,4276 ;               0,2552 ;                  NaN ;              -0,1869 ;                  NaN ;                  NaN ;               0,0000 ;              -0,5300 ;               0,0000 ;               0,4786 ;                  NaN ;                  NaN ;               0,4150 ;               0,0438 ;               0,0000 ;               0,4046 ;                  NaN ;               0,3675 ;               0,4036 ;               1,6947 
   7.speed ;               1,2452 ;               1,2428 ;                  NaN ;                  NaN ;                  NaN ;               1,2366 ;               1,2493 ;               1,2473 ;                  NaN ;                  NaN ;               1,2481 ;               1,2560 ;                  NaN ;               1,2431 ;                  NaN ;                  NaN ;                  NaN ;               1,2494 ;               1,2527 ;               1,2527 ;                  NaN ;                  NaN ;               1,2509 ;               1,2456 ;               1,2477 ;               1,2540 ;                  NaN ;                  NaN ;               1,2515 ;               1,2216 ;                  NaN ;               1,2505 ;                  NaN ;                  NaN ;               1,2595 ;               1,2667 ;               1,2595 ;               0,0000 ;                  NaN ;                  NaN ;               1,2275 ;               2,5037 ;               1,2595 ;               1,2439 ;                  NaN ;               1,2468 ;               1,2511 ;               1,1842 
    7.ksiD ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
 7.density ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
  7.output ;               0,4144 ;               0,3535 ;                  NaN ;                  NaN ;                  NaN ;               0,3767 ;               0,3526 ;               0,2821 ;                  NaN ;                  NaN ;               0,3195 ;               0,3920 ;                  NaN ;               0,2689 ;                  NaN ;                  NaN ;                  NaN ;               1,0441 ;               0,3481 ;               0,3481 ;                  NaN ;                  NaN ;               0,3494 ;               1,0553 ;               0,3236 ;               0,4061 ;                  NaN ;                  NaN ;               0,3101 ;               0,4053 ;                  NaN ;               0,5276 ;                  NaN ;                  NaN ;               0,3382 ;              -0,0545 ;               0,3382 ;               0,1246 ;                  NaN ;                  NaN ;               0,0000 ;               0,4516 ;               0,3382 ;               0,1132 ;                  NaN ;               0,3202 ;               0,3205 ;              -0,4745 
   7.delay ;               1,2145 ;               1,2077 ;                  NaN ;                  NaN ;                  NaN ;               0,4646 ;               1,1969 ;               1,2057 ;                  NaN ;                  NaN ;               1,2014 ;               0,9996 ;                  NaN ;               1,1987 ;                  NaN ;                  NaN ;                  NaN ;               0,6957 ;               1,1971 ;               1,1971 ;                  NaN ;                  NaN ;               1,1908 ;               0,4916 ;               1,2024 ;               1,2016 ;                  NaN ;                  NaN ;               1,2014 ;               0,3363 ;                  NaN ;               1,2022 ;                  NaN ;                  NaN ;               1,2000 ;               0,3867 ;               1,2000 ;               1,2349 ;                  NaN ;                  NaN ;               1,2017 ;               0,0000 ;               1,2000 ;               1,2019 ;                  NaN ;               1,2008 ;               1,2006 ;               0,8505 
   8.input ;               0,3532 ;               0,5069 ;                  NaN ;                  NaN ;                  NaN ;               0,3444 ;               0,9397 ;               0,2577 ;                  NaN ;                  NaN ;               0,5046 ;               0,1620 ;                  NaN ;               0,8937 ;                  NaN ;                  NaN ;                  NaN ;               0,5997 ;               0,4468 ;               0,4471 ;                  NaN ;                  NaN ;               0,4447 ;              -0,7537 ;               0,6357 ;               0,8592 ;                  NaN ;                  NaN ;               0,6415 ;               0,3828 ;                  NaN ;              -0,2804 ;                  NaN ;                  NaN ;              -0,0000 ;              -0,7951 ;              -0,0000 ;               0,7179 ;                  NaN ;                  NaN ;               0,6226 ;               0,0657 ;               0,0000 ;               0,6069 ;                  NaN ;               0,5513 ;               0,6054 ;               2,5420 
   8.speed ;               1,3686 ;               1,3768 ;                  NaN ;                  NaN ;                  NaN ;               1,3767 ;               1,3777 ;               1,3717 ;                  NaN ;                  NaN ;               1,4431 ;               1,1345 ;                  NaN ;               1,3724 ;                  NaN ;                  NaN ;                  NaN ;               1,3991 ;               1,3739 ;               1,3739 ;                  NaN ;                  NaN ;               1,3788 ;               2,3808 ;               1,3685 ;               1,3795 ;                  NaN ;                  NaN ;               1,3735 ;               1,3857 ;                  NaN ;               1,3847 ;                  NaN ;                  NaN ;               1,3756 ;               1,4585 ;               1,3756 ;               1,3699 ;                  NaN ;                  NaN ;               1,3503 ;               1,3995 ;               1,3756 ;               0,0000 ;                  NaN ;               1,3898 ;               1,3517 ;              -1,9079 
    8.ksiD ;               0,6000 ;               0,6000 ;                  NaN ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;                  NaN ;               0,6000 ;                  NaN ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 ;               0,6000 ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;                  NaN ;               0,6000 ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 ;               0,6000 ;                  NaN ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 ;               0,6000 ;                  NaN ;               0,6000 ;               0,6000 ;               0,6000 
 8.density ;              15,5295 ;              30,7159 ;                  NaN ;                  NaN ;                  NaN ;               5,2622 ;              29,3264 ;               7,6121 ;                  NaN ;                  NaN ;              12,5170 ;             118,5452 ;                  NaN ;               7,2842 ;                  NaN ;                  NaN ;                  NaN ;             -48,6781 ;              39,9258 ;              39,9282 ;                  NaN ;                  NaN ;              39,7169 ;             -15,7854 ;               7,4117 ;              26,7951 ;                  NaN ;                  NaN ;              21,2145 ;              31,7477 ;                  NaN ;             -12,9475 ;                  NaN ;                  NaN ;               6,8181 ;             -45,9311 ;               6,8179 ;              14,6233 ;                  NaN ;                  NaN ;              19,2944 ;             -31,5438 ;               6,8182 ;              54,3594 ;                  NaN ;               0,0000 ;              18,8757 ;              60,7981 
  8.output ;               0,2401 ;               0,8186 ;                  NaN ;                  NaN ;                  NaN ;               0,3371 ;               0,0700 ;               1,5143 ;                  NaN ;                  NaN ;               0,8574 ;               2,0802 ;                  NaN ;              -0,2343 ;                  NaN ;                  NaN ;                  NaN ;               3,4188 ;               1,0581 ;               1,0581 ;                  NaN ;                  NaN ;               1,0573 ;               1,1185 ;               1,5785 ;               0,5525 ;                  NaN ;                  NaN ;               0,8376 ;              -0,6397 ;                  NaN ;               1,3267 ;                  NaN ;                  NaN ;               0,8289 ;               3,9471 ;               0,8289 ;               0,9531 ;                  NaN ;                  NaN ;               0,8118 ;              -0,7197 ;               0,8289 ;              -0,3789 ;                  NaN ;               0,8014 ;               0,0000 ;              -2,6441 
   8.delay ;               0,4195 ;               0,4231 ;                  NaN ;                  NaN ;                  NaN ;               0,3422 ;               0,4191 ;               0,4211 ;                  NaN ;                  NaN ;               0,4229 ;               0,3996 ;                  NaN ;               0,4185 ;                  NaN ;                  NaN ;                  NaN ;               0,3629 ;               0,4194 ;               0,4194 ;                  NaN ;                  NaN ;               0,4181 ;               0,3780 ;               0,4198 ;               0,4204 ;                  NaN ;                  NaN ;               0,4204 ;               0,3288 ;                  NaN ;               0,4199 ;                  NaN ;                  NaN ;               0,4217 ;               0,3041 ;               0,4217 ;               0,4195 ;                  NaN ;                  NaN ;               0,4193 ;               0,3050 ;               0,4217 ;               0,3940 ;                  NaN ;               0,4202 ;               0,4196 ;               0,0000 
